IDCode,gmm_bic_best_label,gmm_aic_best_label,gmm_aicc_best_label,narrative_best_label,narrative_text
doza768,4,3,2,13,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are slow on average (mean response time 33.16 seconds) and highly variable in timing (response-time variance 786.72, coefficient of variation 0.85). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
hoxo855,0,5,3,13,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 24.59 seconds) and highly variable in timing (response-time variance 489.61, coefficient of variation 0.90). They have a short longest correct streak (10 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
nejy388,5,3,2,13,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 25.44 seconds) and highly variable in timing (response-time variance 771.72, coefficient of variation 1.09). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
buby236,2,1,0,14,"The student answered 57 items with low accuracy (28.07% proportion correct). Their responses are fast on average (mean response time 11.48 seconds) and moderately variable in timing (response-time variance 165.09, coefficient of variation 1.12). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (23 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.20)."
gelo627,4,4,3,14,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are fast on average (mean response time 14.31 seconds) and moderately variable in timing (response-time variance 190.88, coefficient of variation 0.97). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
maju644,4,8,3,14,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are fast on average (mean response time 10.95 seconds) and moderately variable in timing (response-time variance 163.35, coefficient of variation 1.17). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
copo281,2,1,0,14,"The student answered 57 items with low accuracy (33.33% proportion correct). Their responses are fast on average (mean response time 12.95 seconds) and moderately variable in timing (response-time variance 183.32, coefficient of variation 1.05). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.23)."
puxi257,4,4,0,14,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are fast on average (mean response time 11.94 seconds) and moderately variable in timing (response-time variance 167.49, coefficient of variation 1.08). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36)."
wumu083,1,2,1,15,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 21.60 seconds) and highly variable in timing (response-time variance 432.02, coefficient of variation 0.96). They have a long longest correct streak (25 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
cima563,1,2,1,15,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 26.35 seconds) and highly variable in timing (response-time variance 375.23, coefficient of variation 0.74). They have a long longest correct streak (29 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
ryko512,1,2,1,15,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 20.42 seconds) and highly variable in timing (response-time variance 334.13, coefficient of variation 0.90). They have a long longest correct streak (33 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
pogi169,1,2,2,15,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 29.18 seconds) and highly variable in timing (response-time variance 580.71, coefficient of variation 0.83). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
xyzi642,1,2,2,15,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 25.92 seconds) and highly variable in timing (response-time variance 688.54, coefficient of variation 1.01). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.80)."
zafy372,1,2,1,16,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are moderate on average (mean response time 15.62 seconds) and stable in timing (response-time variance 78.11, coefficient of variation 0.57). They have a long longest correct streak (18 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
voza333,1,2,1,16,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are moderate on average (mean response time 15.23 seconds) and stable in timing (response-time variance 94.27, coefficient of variation 0.64). They have a long longest correct streak (22 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
duxo262,1,2,1,16,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 140.44, coefficient of variation 0.64). They have a long longest correct streak (24 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.77)."
lula174,1,2,1,17,"The student answered 57 items with high accuracy (85.96% proportion correct). Their responses are moderate on average (mean response time 16.42 seconds) and moderately variable in timing (response-time variance 156.72, coefficient of variation 0.76). They have a long longest correct streak (26 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
nasi298,1,2,1,17,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are moderate on average (mean response time 16.11 seconds) and moderately variable in timing (response-time variance 251.74, coefficient of variation 0.98). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
wify666,1,2,1,17,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are moderate on average (mean response time 18.74 seconds) and moderately variable in timing (response-time variance 186.24, coefficient of variation 0.73). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.82)."
xutu412,1,2,1,17,"The student answered 57 items with high accuracy (94.74% proportion correct). Their responses are moderate on average (mean response time 15.19 seconds) and moderately variable in timing (response-time variance 235.44, coefficient of variation 1.01). They have a long longest correct streak (32 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.91)."
