IDCode,narrative_text
tywo507,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 12.15 seconds) and stable in timing (response-time variance 139.36, coefficient of variation 0.97). They have a moderate longest correct streak (17 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
nuhi137,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are fast on average (mean response time 13.85 seconds) and stable in timing (response-time variance 95.40, coefficient of variation 0.71). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36)."
vuho146,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are slow on average (mean response time 19.52 seconds) and highly variable in timing (response-time variance 338.27, coefficient of variation 0.94). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
nysa238,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are slow on average (mean response time 25.55 seconds) and highly variable in timing (response-time variance 579.71, coefficient of variation 0.94). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
kisa730,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 33.55 seconds) and highly variable in timing (response-time variance 1450.05, coefficient of variation 1.14). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
doza768,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are slow on average (mean response time 33.16 seconds) and highly variable in timing (response-time variance 786.72, coefficient of variation 0.85). They have a short longest correct streak (6 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
sapu497,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 19.54 seconds) and moderately variable in timing (response-time variance 279.99, coefficient of variation 0.86). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
dila385,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are moderate on average (mean response time 17.15 seconds) and moderately variable in timing (response-time variance 305.09, coefficient of variation 1.02). They have a moderate longest correct streak (13 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
pymu787,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are moderate on average (mean response time 19.42 seconds) and highly variable in timing (response-time variance 720.56, coefficient of variation 1.38). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (16 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.48)."
bejy525,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 22.32 seconds) and highly variable in timing (response-time variance 496.16, coefficient of variation 1.00). They have a long longest correct streak (18 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
bajo794,"The student answered 57 items with medium accuracy (75.44% proportion correct). Their responses are moderate on average (mean response time 18.01 seconds) and moderately variable in timing (response-time variance 199.35, coefficient of variation 0.78). They have a moderate longest correct streak (17 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
dugu064,"The student answered 57 items with low accuracy (49.12% proportion correct). Their responses are moderate on average (mean response time 19.18 seconds) and highly variable in timing (response-time variance 461.81, coefficient of variation 1.12). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
hiwu738,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 14.47 seconds) and moderately variable in timing (response-time variance 231.12, coefficient of variation 1.05). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
zucy684,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are slow on average (mean response time 27.90 seconds) and highly variable in timing (response-time variance 812.11, coefficient of variation 1.02). They have a long longest correct streak (21 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
huxe147,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 19.58 seconds) and moderately variable in timing (response-time variance 186.33, coefficient of variation 0.70). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
woza563,"The student answered 57 items with medium accuracy (61.40% proportion correct). Their responses are slow on average (mean response time 27.45 seconds) and highly variable in timing (response-time variance 563.57, coefficient of variation 0.86). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.45)."
neku787,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 17.64 seconds) and moderately variable in timing (response-time variance 269.52, coefficient of variation 0.93). They have a moderate longest correct streak (12 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
navo572,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are slow on average (mean response time 19.71 seconds) and moderately variable in timing (response-time variance 165.48, coefficient of variation 0.65). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
gola051,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 13.35 seconds) and stable in timing (response-time variance 52.29, coefficient of variation 0.54). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
pyzo535,"The student answered 57 items with low accuracy (33.33% proportion correct). Their responses are slow on average (mean response time 22.30 seconds) and highly variable in timing (response-time variance 432.70, coefficient of variation 0.93). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (30 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
xoky149,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are slow on average (mean response time 20.52 seconds) and highly variable in timing (response-time variance 489.20, coefficient of variation 1.08). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
loxu319,"The student answered 57 items with high accuracy (89.47% proportion correct). Their responses are slow on average (mean response time 19.75 seconds) and moderately variable in timing (response-time variance 229.89, coefficient of variation 0.77). They have a long longest correct streak (30 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.84)."
qisu640,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 14.70 seconds) and highly variable in timing (response-time variance 484.54, coefficient of variation 1.50). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
gery678,"The student answered 57 items with low accuracy (35.09% proportion correct). Their responses are fast on average (mean response time 14.39 seconds) and stable in timing (response-time variance 54.11, coefficient of variation 0.51). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
huho039,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are slow on average (mean response time 24.46 seconds) and highly variable in timing (response-time variance 738.96, coefficient of variation 1.11). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
wozo826,"The student answered 57 items with low accuracy (47.37% proportion correct). Their responses are slow on average (mean response time 26.27 seconds) and highly variable in timing (response-time variance 598.06, coefficient of variation 0.93). They have a moderate longest correct streak (15 in a row) and a long longest incorrect streak (17 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
soru820,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are slow on average (mean response time 28.60 seconds) and highly variable in timing (response-time variance 590.70, coefficient of variation 0.85). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (8 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.29)."
fari709,"The student answered 57 items with low accuracy (28.07% proportion correct). Their responses are moderate on average (mean response time 17.35 seconds) and stable in timing (response-time variance 136.60, coefficient of variation 0.67). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (23 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.12)."
qapo730,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are slow on average (mean response time 20.83 seconds) and moderately variable in timing (response-time variance 263.37, coefficient of variation 0.78). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
najy705,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are moderate on average (mean response time 15.62 seconds) and stable in timing (response-time variance 57.20, coefficient of variation 0.48). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (14 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
sejy814,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are fast on average (mean response time 13.52 seconds) and moderately variable in timing (response-time variance 173.68, coefficient of variation 0.97). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
laze716,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are moderate on average (mean response time 19.04 seconds) and highly variable in timing (response-time variance 336.20, coefficient of variation 0.96). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.59)."
kojo378,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are fast on average (mean response time 13.20 seconds) and stable in timing (response-time variance 110.96, coefficient of variation 0.80). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (12 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27)."
tepu554,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are moderate on average (mean response time 18.45 seconds) and stable in timing (response-time variance 101.47, coefficient of variation 0.55). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
dyva324,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are moderate on average (mean response time 16.97 seconds) and moderately variable in timing (response-time variance 163.85, coefficient of variation 0.75). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
pusu302,"The student answered 57 items with low accuracy (24.56% proportion correct). Their responses are slow on average (mean response time 22.39 seconds) and highly variable in timing (response-time variance 851.71, coefficient of variation 1.30). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.14)."
xamy888,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 15.67 seconds) and stable in timing (response-time variance 109.51, coefficient of variation 0.67). They have a short longest correct streak (8 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
ninu744,"The student answered 57 items with low accuracy (38.60% proportion correct). Their responses are fast on average (mean response time 13.39 seconds) and stable in timing (response-time variance 68.46, coefficient of variation 0.62). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (13 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.25)."
punu537,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are fast on average (mean response time 12.13 seconds) and stable in timing (response-time variance 95.69, coefficient of variation 0.81). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
zufa556,"The student answered 57 items with low accuracy (21.05% proportion correct). Their responses are moderate on average (mean response time 17.22 seconds) and stable in timing (response-time variance 106.85, coefficient of variation 0.60). They have a short longest correct streak (4 in a row) and a long longest incorrect streak (16 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.09)."
losy787,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are slow on average (mean response time 23.35 seconds) and highly variable in timing (response-time variance 521.61, coefficient of variation 0.98). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (26 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
fuxa711,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are moderate on average (mean response time 17.50 seconds) and moderately variable in timing (response-time variance 192.22, coefficient of variation 0.79). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (6 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
myzo000,"The student answered 57 items with medium accuracy (73.68% proportion correct). Their responses are slow on average (mean response time 22.66 seconds) and highly variable in timing (response-time variance 404.25, coefficient of variation 0.89). They have a moderate longest correct streak (15 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
jygo886,"The student answered 57 items with low accuracy (47.37% proportion correct). Their responses are slow on average (mean response time 20.81 seconds) and moderately variable in timing (response-time variance 264.84, coefficient of variation 0.78). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.27)."
dyzo734,"The student answered 57 items with low accuracy (8.77% proportion correct). Their responses are fast on average (mean response time 13.90 seconds) and moderately variable in timing (response-time variance 162.07, coefficient of variation 0.92). They have a short longest correct streak (2 in a row) and a long longest incorrect streak (30 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.02)."
ciky680,"The student answered 57 items with medium accuracy (82.46% proportion correct). Their responses are slow on average (mean response time 21.88 seconds) and moderately variable in timing (response-time variance 176.86, coefficient of variation 0.61). They have a long longest correct streak (20 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
nopo152,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are fast on average (mean response time 12.91 seconds) and stable in timing (response-time variance 93.23, coefficient of variation 0.75). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
tivy194,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are fast on average (mean response time 13.27 seconds) and stable in timing (response-time variance 114.29, coefficient of variation 0.81). They have a short longest correct streak (7 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
biry098,"The student answered 57 items with low accuracy (57.89% proportion correct). Their responses are slow on average (mean response time 22.28 seconds) and moderately variable in timing (response-time variance 199.81, coefficient of variation 0.63). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
tebo981,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are fast on average (mean response time 14.34 seconds) and moderately variable in timing (response-time variance 174.30, coefficient of variation 0.92). They have a long longest correct streak (31 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.71)."
jyma323,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are fast on average (mean response time 13.42 seconds) and moderately variable in timing (response-time variance 197.16, coefficient of variation 1.05). They have a long longest correct streak (19 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.62)."
cani065,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 18.96 seconds) and moderately variable in timing (response-time variance 169.10, coefficient of variation 0.69). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
puxi257,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are fast on average (mean response time 11.94 seconds) and moderately variable in timing (response-time variance 167.49, coefficient of variation 1.08). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.36)."
jemy201,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are fast on average (mean response time 14.23 seconds) and stable in timing (response-time variance 109.42, coefficient of variation 0.74). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.55)."
woqa919,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are slow on average (mean response time 22.11 seconds) and moderately variable in timing (response-time variance 291.67, coefficient of variation 0.77). They have a short longest correct streak (10 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
huze427,"The student answered 57 items with low accuracy (45.61% proportion correct). Their responses are fast on average (mean response time 12.04 seconds) and stable in timing (response-time variance 73.53, coefficient of variation 0.71). They have a short longest correct streak (5 in a row) and a long longest incorrect streak (11 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.29)."
jaxe723,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 14.85 seconds) and stable in timing (response-time variance 106.63, coefficient of variation 0.70). They have a moderate longest correct streak (14 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
xamy676,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are moderate on average (mean response time 18.09 seconds) and moderately variable in timing (response-time variance 271.50, coefficient of variation 0.91). They have a short longest correct streak (7 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.46)."
lowy720,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 23.97 seconds) and highly variable in timing (response-time variance 2110.59, coefficient of variation 1.92). They have a short longest correct streak (11 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.61)."
mixa281,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are moderate on average (mean response time 19.32 seconds) and moderately variable in timing (response-time variance 244.56, coefficient of variation 0.81). They have a moderate longest correct streak (13 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.41)."
sipy389,"The student answered 57 items with low accuracy (42.11% proportion correct). Their responses are slow on average (mean response time 20.45 seconds) and stable in timing (response-time variance 145.79, coefficient of variation 0.59). They have a short longest correct streak (10 in a row) and a long longest incorrect streak (27 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
bube109,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 18.46 seconds) and moderately variable in timing (response-time variance 182.60, coefficient of variation 0.73). They have a short longest correct streak (10 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
boqe999,"The student answered 57 items with medium accuracy (84.21% proportion correct). Their responses are fast on average (mean response time 13.78 seconds) and stable in timing (response-time variance 65.66, coefficient of variation 0.59). They have a long longest correct streak (36 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.75)."
guzo911,"The student answered 57 items with medium accuracy (71.93% proportion correct). Their responses are slow on average (mean response time 24.17 seconds) and highly variable in timing (response-time variance 454.28, coefficient of variation 0.88). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
guxe800,"The student answered 57 items with medium accuracy (70.18% proportion correct). Their responses are slow on average (mean response time 21.29 seconds) and highly variable in timing (response-time variance 497.41, coefficient of variation 1.05). They have a moderate longest correct streak (16 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
dove442,"The student answered 57 items with medium accuracy (66.67% proportion correct). Their responses are moderate on average (mean response time 18.95 seconds) and highly variable in timing (response-time variance 567.33, coefficient of variation 1.26). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
zivi062,"The student answered 57 items with medium accuracy (64.91% proportion correct). Their responses are fast on average (mean response time 11.82 seconds) and stable in timing (response-time variance 55.58, coefficient of variation 0.63). They have a moderate longest correct streak (17 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
lury747,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 16.38 seconds) and moderately variable in timing (response-time variance 202.47, coefficient of variation 0.87). They have a short longest correct streak (9 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.30)."
tuve726,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are slow on average (mean response time 20.04 seconds) and highly variable in timing (response-time variance 337.00, coefficient of variation 0.92). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.54)."
vihu826,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are slow on average (mean response time 32.40 seconds) and highly variable in timing (response-time variance 1505.21, coefficient of variation 1.20). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
hata313,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are moderate on average (mean response time 17.30 seconds) and moderately variable in timing (response-time variance 327.90, coefficient of variation 1.05). They have a moderate longest correct streak (14 in a row) and a long longest incorrect streak (10 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.50)."
hoki309,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are moderate on average (mean response time 18.29 seconds) and highly variable in timing (response-time variance 356.28, coefficient of variation 1.03). They have a short longest correct streak (6 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.38)."
kyzy131,"The student answered 57 items with low accuracy (52.63% proportion correct). Their responses are moderate on average (mean response time 18.32 seconds) and moderately variable in timing (response-time variance 228.06, coefficient of variation 0.82). They have a short longest correct streak (8 in a row) and a long longest incorrect streak (7 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.34)."
syti148,"The student answered 57 items with medium accuracy (77.19% proportion correct). Their responses are moderate on average (mean response time 17.82 seconds) and highly variable in timing (response-time variance 357.58, coefficient of variation 1.06). They have a moderate longest correct streak (14 in a row) and a moderate longest incorrect streak (4 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.66)."
syco853,"The student answered 57 items with high accuracy (87.72% proportion correct). Their responses are slow on average (mean response time 28.78 seconds) and highly variable in timing (response-time variance 936.98, coefficient of variation 1.06). They have a long longest correct streak (23 in a row) and a short longest incorrect streak (1 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.79)."
sefy975,"The student answered 57 items with low accuracy (54.39% proportion correct). Their responses are moderate on average (mean response time 17.37 seconds) and stable in timing (response-time variance 62.42, coefficient of variation 0.45). They have a moderate longest correct streak (12 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.39)."
jese656,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 18.83 seconds) and moderately variable in timing (response-time variance 280.20, coefficient of variation 0.89). They have a moderate longest correct streak (16 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.70)."
guge611,"The student answered 57 items with low accuracy (56.14% proportion correct). Their responses are slow on average (mean response time 19.76 seconds) and moderately variable in timing (response-time variance 173.90, coefficient of variation 0.67). They have a short longest correct streak (11 in a row) and a long longest incorrect streak (9 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
mesi806,"The student answered 57 items with medium accuracy (63.16% proportion correct). Their responses are slow on average (mean response time 30.72 seconds) and highly variable in timing (response-time variance 993.54, coefficient of variation 1.03). They have a short longest correct streak (9 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are rare (consecutive-correct rate 0.43)."
sesi698,"The student answered 57 items with medium accuracy (80.70% proportion correct). Their responses are moderate on average (mean response time 15.21 seconds) and moderately variable in timing (response-time variance 185.60, coefficient of variation 0.90). They have a long longest correct streak (21 in a row) and a short longest incorrect streak (2 in a row). Consecutive correct answers are frequent (consecutive-correct rate 0.68)."
gopa505,"The student answered 57 items with medium accuracy (68.42% proportion correct). Their responses are slow on average (mean response time 32.11 seconds) and highly variable in timing (response-time variance 632.69, coefficient of variation 0.78). They have a long longest correct streak (20 in a row) and a long longest incorrect streak (5 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.52)."
duwi894,"The student answered 57 items with medium accuracy (78.95% proportion correct). Their responses are moderate on average (mean response time 17.02 seconds) and highly variable in timing (response-time variance 404.10, coefficient of variation 1.18). They have a moderate longest correct streak (15 in a row) and a short longest incorrect streak (3 in a row). Consecutive correct answers are occasional (consecutive-correct rate 0.64)."
